,rxn_smiles,solvent,temp
21,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6](=[O:7])[N:8]=[NH+:9][NH-:10]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[NH:10][NH:9][N:8]1[C:6]([CH3:5])=[O:7],water,298.15 
22,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O:7])[N-:8][NH+:9]=[NH:10]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:8]([C:6]([CH3:5])=[O:7])[NH:9][NH:10]1,water,298.15 
23,[CH2:1]=[CH2:2].[CH3:3][CH-:4][N+:5]([CH3:6])=[CH:7][C:8]([CH3:9])=[O:10]>>[CH2:1]1[CH2:2][CH:4]([CH3:3])[N:5]([CH3:6])[CH:7]1[C:8]([CH3:9])=[O:10],water,298.15 
24,[CH3:6][C-:7]([CH3:8])[N+:9]#[N:10].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[N:10]=[N:9][C:7]1([CH3:6])[CH3:8],water,298.15 
25,[CH3:6][C-:7]([CH3:8])[N+:9]#[N:10].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:7]([CH3:6])([CH3:8])[N:9]=[N:10]1,water,298.15 
26,[CH2:1]=[CH2:2].[CH3:3][c-:4]1[o+:5][c:6]([C:7]#[N:8])[o:9][c:10]1=[O:11]>>[CH2:1]1[CH2:2][C:4]2([CH3:3])[O:5][C:6]1([C:7]#[N:8])[O:9][C:10]2=[O:11],water,298.15 
27,[CH2:1]=[CH2:2].[O-:3][O+:4]=[N:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH2:1]1[CH2:2][O:3][O:4][N:5]1[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,water,298.15 
28,[CH2:1]=[CH2:2].[CH3:3][N-:4][N+:5]([CH3:6])=[C:7]([C:8]#[N:9])[C:10]#[N:11]>>[CH2:1]1[CH2:2][N:4]([CH3:3])[N:5]([CH3:6])[C:7]1([C:8]#[N:9])[C:10]#[N:11],water,298.15 
29,[CH2:1]=[CH2:2].[CH3:3][C:4]([CH3:5])=[N+:6]([CH3:7])[C-:8]([CH3:9])[CH3:10]>>[CH2:1]1[CH2:2][C:8]([CH3:9])([CH3:10])[N:6]([CH3:7])[C:4]1([CH3:3])[CH3:5],water,298.15 
30,[CH3:6][CH:7]=[NH+:8][N-:9][CH3:10].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[CH:7]([CH3:6])[NH:8][N:9]1[CH3:10],water,298.15 
31,[CH3:6][CH:7]=[NH+:8][N-:9][CH3:10].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[N:9]([CH3:10])[NH:8][CH:7]1[CH3:6],water,298.15 
32,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[CH:6]=[NH+:7][C-:8]([CH3:9])[C:10]#[N:11]>>[CH2:1]1[CH2:2][C:8]([CH3:9])([C:10]#[N:11])[NH:7][CH:6]1[C:4]([CH3:3])=[O:5],water,298.15 
33,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[N-:7][O+:8]=[N:9][C:10]#[N:11]>>[CH2:1]1[CH2:2][N:7]([C:5]([NH:4][CH3:3])=[O:6])[O:8][N:9]1[C:10]#[N:11],water,298.15 
34,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[c:6]1[o:7][c:8](=[O:9])[n-:10][o+:11]1>>[CH2:1]1[CH2:2][N:10]2[C:8](=[O:9])[O:7][C:6]1([C:4]([CH3:3])=[O:5])[O:11]2,water,298.15 
35,[CH3:6][CH-:7][N+:8]#[C:9][C:10]#[N:11].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:9]([C:10]#[N:11])=[N:8][CH:7]1[CH3:6],water,298.15 
36,[CH3:6][CH-:7][N+:8]#[C:9][C:10]#[N:11].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[CH:7]([CH3:6])[N:8]=[C:9]1[C:10]#[N:11],water,298.15 
37,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[N-:9][N+:10]#[N:11]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[N:9]([C:7]([NH:6][CH3:5])=[O:8])[N:10]=[N:11]1,water,298.15 
38,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH:5]#[N+:6][CH-:7][C:8](=[O:9])[NH:10][CH3:11]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:7]([C:8](=[O:9])[NH:10][CH3:11])[N:6]=[CH:5]1,water,298.15 
39,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][O:6][C:7](=[O:8])[N-:9][N+:10]#[N:11]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[N:9]([C:7]([O:6][CH3:5])=[O:8])[N:10]=[N:11]1,water,298.15 
40,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][N-:6][N+:7]#[C:8][C:9]([CH3:10])=[O:11]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:6]([CH3:5])[N:7]=[C:8]1[C:9]([CH3:10])=[O:11],water,298.15 
41,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[C:9]#[N+:10][O-:11]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[O:11][N:10]=[C:9]1[C:7]([NH:6][CH3:5])=[O:8],water,298.15 
42,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][CH:6]=[NH+:7][C-:8]([CH3:9])[C:10]#[N:11]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:8]([CH3:9])([C:10]#[N:11])[NH:7][CH:6]1[CH3:5],water,298.15 
43,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][N-:6][N+:7]([CH3:8])=[CH:9][C:10]#[N:11]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[N:6]([CH3:5])[N:7]([CH3:8])[CH:9]1[C:10]#[N:11],water,298.15 
44,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8]#[N+:9][CH-:10][CH3:11]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:8]([CH3:7])=[N:9][CH:10]1[CH3:11],water,298.15 
45,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8]#[N+:9][CH-:10][CH3:11]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH:10]([CH3:11])[N:9]=[C:8]1[CH3:7],water,298.15 
46,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][CH-:6][NH+:7]=[C:8]([CH3:9])[C:10]#[N:11]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[CH:6]([CH3:5])[NH:7][C:8]1([CH3:9])[C:10]#[N:11],water,298.15 
47,[CH2:1]=[CH2:2].[CH2:3]=[NH+:4][C-:5]([C:6]([CH3:7])=[O:8])[C:9]([CH3:10])=[O:11]>>[CH2:1]1[CH2:2][C:5]([C:6]([CH3:7])=[O:8])([C:9]([CH3:10])=[O:11])[NH:4][CH2:3]1,water,298.15 
48,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[N-:9][N+:10]#[N:11]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[N:9]([C:7]([NH:6][CH3:5])=[O:8])[N:10]=[N:11]1,water,298.15 
49,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[CH:9]=[NH+:10][O-:11]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[O:11][NH:10][CH:9]1[C:7]([O:6][CH3:5])=[O:8],water,298.15 
50,[CH2-:7][N+:8]([CH3:9])=[CH:10][CH3:11].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH2:7][N:8]([CH3:9])[CH:10]1[CH3:11],water,298.15 
51,[CH2-:7][N+:8]([CH3:9])=[CH:10][CH3:11].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH:10]([CH3:11])[N:8]([CH3:9])[CH2:7]1,water,298.15 
52,[CH2:5]=[N+:6]([CH3:7])[CH-:8][C:9]([CH3:10])=[O:11].[CH3:1]/[CH:2]=[CH:3]/[CH3:4]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[CH:8]([C:9]([CH3:10])=[O:11])[N:6]([CH3:7])[CH2:5]1,water,298.15 
53,[CH2:7]=[NH+:8][C-:9]([CH3:10])[CH3:11].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH2:7][NH:8][C:9]1([CH3:10])[CH3:11],water,298.15 
54,[CH2:7]=[NH+:8][C-:9]([CH3:10])[CH3:11].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:9]([CH3:10])([CH3:11])[NH:8][CH2:7]1,water,298.15 
55,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C-:6]([C:7]#[N:8])[N+:9]#[C:10][C:11]#[N:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:6]([CH3:5])([C:7]#[N:8])[N:9]=[C:10]1[C:11]#[N:12],water,298.15 
56,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][N-:6][O+:7]=[N:8][C:9]([CH3:10])=[O:11]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:6]([CH3:5])[O:7][N:8]1[C:9]([CH3:10])=[O:11],water,298.15 
57,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6](=[O:7])[N:8]=[N+:9]([CH3:10])[O-:11]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[O:11][N:9]([CH3:10])[N:8]1[C:6]([CH3:5])=[O:7],water,298.15 
58,[CH2:1]=[CH2:2].[CH3:3][N-:4][N+:5]#[C:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH2:1]1[CH2:2][N:4]([CH3:3])[N:5]=[C:6]1[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,water,298.15 
59,[CH2:1]=[CH2:2].[CH2:3]=[N+:4]([CH3:5])[C-:6]([CH3:7])[C:8](=[O:9])[NH:10][CH3:11]>>[CH2:1]1[CH2:2][C:6]([CH3:7])([C:8](=[O:9])[NH:10][CH3:11])[N:4]([CH3:5])[CH2:3]1,water,298.15 
60,[CH2:5]=[NH+:6][C-:7]([CH3:8])[C:9]([CH3:10])=[O:11].[CH3:1]/[CH:2]=[CH:3]\[CH3:4]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[C:7]([CH3:8])([C:9]([CH3:10])=[O:11])[NH:6][CH2:5]1,water,298.15 
61,[CH3:6][C:7](=[O:8])[CH:9]=[O+:10][NH-:11].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[CH:9]([C:7]([CH3:6])=[O:8])[O:10][NH:11]1,water,298.15 
62,[CH3:6][C:7](=[O:8])[CH:9]=[O+:10][NH-:11].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[NH:11][O:10][CH:9]1[C:7]([CH3:6])=[O:8],water,298.15 
63,[CH2:1]=[CH2:2].[CH3:3][C-:4]([CH3:5])[N+:6]([CH3:7])=[C:8]([C:9]#[N:10])[C:11]#[N:12]>>[CH2:1]1[CH2:2][C:4]([CH3:3])([CH3:5])[N:6]([CH3:7])[C:8]1([C:9]#[N:10])[C:11]#[N:12],water,298.15 
64,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][N-:6][O+:7]=[C:8]([C:9]#[N:10])[C:11]#[N:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[N:6]([CH3:5])[O:7][C:8]1([C:9]#[N:10])[C:11]#[N:12],water,298.15 
65,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][N-:6][N+:7]([CH3:8])=[C:9]([CH3:10])[CH3:11]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[N:6]([CH3:5])[N:7]([CH3:8])[C:9]1([CH3:10])[CH3:11],water,298.15 
66,[CH2:1]=[CH2:2].[CH3:3][CH:4]=[NH+:5][N-:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH2:1]1[CH2:2][N:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[NH:5][CH:4]1[CH3:3],water,298.15 
67,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6](=[O:7])[C-:8]([C:9]#[N:10])[N+:11]#[N:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:8]([C:6]([CH3:5])=[O:7])([C:9]#[N:10])[N:11]=[N:12]1,water,298.15 
68,[CH2:1]=[CH2:2].[CH3:3][N+:4]([O-:5])=[CH:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH2:1]1[CH2:2][O:5][N:4]([CH3:3])[CH:6]1[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,water,298.15 
69,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[C-:7]([CH3:8])[N+:9]#[C:10][C:11]#[N:12]>>[CH2:1]1[CH2:2][C:7]([C:5]([O:4][CH3:3])=[O:6])([CH3:8])[N:9]=[C:10]1[C:11]#[N:12],water,298.15 
70,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O:7])[C:8]([C:9]#[N:10])=[NH+:11][O-:12]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[O:12][NH:11][C:8]1([C:6]([CH3:5])=[O:7])[C:9]#[N:10],water,298.15 
71,[CH2-:9][NH+:10]=[CH:11][CH3:12].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[CH2:9][NH:10][CH:11]1[CH3:12],water,298.15 
72,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[C:6]#[N+:7][C-:8]([CH3:9])[C:10]([CH3:11])=[O:12]>>[CH2:1]1[CH2:2][C:8]([CH3:9])([C:10]([CH3:11])=[O:12])[N:7]=[C:6]1[C:4]([CH3:3])=[O:5],water,298.15 
73,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[CH-:7][NH+:8]=[C:9]([CH3:10])[C:11]#[N:12]>>[CH2:1]1[CH2:2][CH:7]([C:5]([O:4][CH3:3])=[O:6])[NH:8][C:9]1([CH3:10])[C:11]#[N:12],water,298.15 
74,[CH2:1]=[CH2:2].[CH3:3][CH:4]=[NH+:5][C-:6]([C:7]#[N:8])[C:9](=[O:10])[NH:11][CH3:12]>>[CH2:1]1[CH2:2][C:6]([C:7]#[N:8])([C:9](=[O:10])[NH:11][CH3:12])[NH:5][CH:4]1[CH3:3],water,298.15 
75,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6](=[O:7])[C:8]([C:9]#[N:10])=[O+:11][O-:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[O:12][O:11][C:8]1([C:6]([CH3:5])=[O:7])[C:9]#[N:10],water,298.15 
76,[CH2:1]=[CH2:2].[N:3]#[C:4][C:5]#[N+:6][CH-:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH2:1]1[CH2:2][CH:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[N:6]=[C:5]1[C:4]#[N:3],water,298.15 
77,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][CH-:6][N+:7]([CH3:8])=[C:9]([CH3:10])[C:11]#[N:12]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:6]([CH3:5])[N:7]([CH3:8])[C:9]1([CH3:10])[C:11]#[N:12],water,298.15 
78,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6]#[N+:7][CH-:8][C:9](=[O:10])[O:11][CH3:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[CH:8]([C:9](=[O:10])[O:11][CH3:12])[N:7]=[C:6]1[CH3:5],water,298.15 
79,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][CH-:6][N+:7]#[C:8][C:9](=[O:10])[NH:11][CH3:12]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[CH:6]([CH3:5])[N:7]=[C:8]1[C:9](=[O:10])[NH:11][CH3:12],water,298.15 
80,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH:5]#[N+:6][C-:7]([CH3:8])[C:9](=[O:10])[O:11][CH3:12]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:7]([CH3:8])([C:9](=[O:10])[O:11][CH3:12])[N:6]=[CH:5]1,water,298.15 
81,[CH2-:3][O+:4]=[C:5]([C:6]#[N:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[CH2:1]=[CH2:2]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([C:6]#[N:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,water,298.15 
82,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6]#[N+:7][N-:8][C:9](=[O:10])[NH:11][CH3:12]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[N:8]([C:9](=[O:10])[NH:11][CH3:12])[N:7]=[C:6]1[CH3:5],water,298.15 
83,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[CH:7]=[NH+:8][N-:9][C:10]([CH3:11])=[O:12]>>[CH2:1]1[CH2:2][N:9]([C:10]([CH3:11])=[O:12])[NH:8][CH:7]1[C:5]([NH:4][CH3:3])=[O:6],water,298.15 
84,[CH2:1]=[CH2:2].[CH2:3]=[NH+:4][C-:5]([C:6]#[N:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH2:1]1[CH2:2][C:5]([C:6]#[N:7])([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[NH:4][CH2:3]1,water,298.15 
85,[CH3:6][c-:7]1[nH+:8][n:9][o:10][c:11]1=[O:12].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[N:9]2[NH:8][C:7]1([CH3:6])[C:11](=[O:12])[O:10]2,water,298.15 
86,[CH3:6][c-:7]1[nH+:8][n:9][o:10][c:11]1=[O:12].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:7]2([CH3:6])[NH:8][N:9]1[O:10][C:11]2=[O:12],water,298.15 
87,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][N-:6][O+:7]=[N:8][C:9](=[O:10])[NH:11][CH3:12]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:6]([CH3:5])[O:7][N:8]1[C:9](=[O:10])[NH:11][CH3:12],water,298.15 
88,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[C:7]([C:8]#[N:9])=[NH+:10][CH-:11][C:12]#[N:13]>>[CH2:1]1[CH2:2][CH:11]([C:12]#[N:13])[NH:10][C:7]1([C:5]([NH:4][CH3:3])=[O:6])[C:8]#[N:9],water,298.15 
89,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[N:5]#[N+:6][N-:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[N:6]=[N:5]1,water,298.15 
90,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6](=[O:7])[CH:8]=[NH+:9][C-:10]([CH3:11])[CH3:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:10]([CH3:11])([CH3:12])[NH:9][CH:8]1[C:6]([CH3:5])=[O:7],water,298.15 
91,[CH2-:5][N+:6]#[C:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[CH3:1]/[CH:2]=[CH:3]/[CH3:4]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[CH2:5][N:6]=[C:7]1[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,water,298.15 
92,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[CH:9]=[N+:10]([CH3:11])[NH-:12]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[NH:12][N:10]([CH3:11])[CH:9]1[C:7]([NH:6][CH3:5])=[O:8],water,298.15 
93,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][N-:6][NH+:7]=[N:8][C:9](=[O:10])[NH:11][CH3:12]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[N:6]([CH3:5])[NH:7][N:8]1[C:9](=[O:10])[NH:11][CH3:12],water,298.15 
94,[CH3:6][CH:7]=[O+:8][N-:9][C:10]([CH3:11])=[O:12].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[CH:7]([CH3:6])[O:8][N:9]1[C:10]([CH3:11])=[O:12],water,298.15 
